Product_Weight,Product_Allocated_Area,Product_MRP,Store_Establishment_Year,Product_Id,Product_Sugar_Content,Product_Type,Store_Id,Store_Size,Store_Location_City_Type,Store_Type
13.68,0.022,169.62,1987,FD3733,Low Sugar,Canned,OUT001,High,Tier 2,Supermarket Type1
13.02,0.02,136.03,2009,NC7474,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
11.73,0.128,137.31,2009,DR1305,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2
13.31,0.066,162.29,2009,FD5996,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
11.68,0.142,142.45,2009,FD2029,Regular,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
11.73,0.144,164.52,2009,FD6651,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2
12.28,0.012,206.85,1987,NC4508,No Sugar,Household,OUT001,High,Tier 2,Supermarket Type1
10.86,0.058,161.79,2009,FD1729,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
11.77,0.025,152.22,1999,FD75,Low Sugar,Dairy,OUT003,Medium,Tier 1,Departmental Store
17.11,0.065,180.36,1999,FD4230,Regular,Snack Foods,OUT003,Medium,Tier 1,Departmental Store
11.49,0.11,135.98,2009,FD95,reg,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
13.31,0.074,134.89,2009,FD7438,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
10.89,0.142,112.77,1987,FD3870,Regular,Frozen Foods,OUT001,High,Tier 2,Supermarket Type1
15.26,0.168,173.03,1987,FD8519,Low Sugar,Baking Goods,OUT001,High,Tier 2,Supermarket Type1
8.27,0.075,156.11,2009,NC6064,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
14.88,0.099,146.81,2009,FD4235,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2
12.44,0.093,137.86,1998,FD501,Low Sugar,Dairy,OUT002,Small,Tier 3,Food Mart
12.44,0.061,137.09,2009,FD2626,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2
12.32,0.032,181.1,1987,DR3140,Regular,Soft Drinks,OUT001,High,Tier 2,Supermarket Type1
18.12,0.031,202.1,1999,FD656,Low Sugar,Dairy,OUT003,Medium,Tier 1,Departmental Store
13.21,0.059,151.87,2009,DR1249,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2
7.72,0.07,123.45,1998,FD2371,Low Sugar,Fruits and Vegetables,OUT002,Small,Tier 3,Food Mart
11.8,0.046,164.82,2009,NC3256,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
14.19,0.08,143.34,2009,FD5613,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
13.09,0.112,123.09,2009,DR5056,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2
12.01,0.019,134.17,2009,FD5696,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2
15.55,0.054,175.65,1987,FD2790,Low Sugar,Frozen Foods,OUT001,High,Tier 2,Supermarket Type1
14.84,0.064,135.55,2009,FD7219,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
12.04,0.064,99.19,1987,NC7356,No Sugar,Health and Hygiene,OUT001,High,Tier 2,Supermarket Type1
17.15,0.094,182.91,1999,FD4808,Low Sugar,Baking Goods,OUT003,Medium,Tier 1,Departmental Store
9.77,0.03,132.65,2009,FD313,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
9.88,0.032,142.22,2009,FD1357,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
11.85,0.137,172.17,2009,FD6957,Low Sugar,Breads,OUT004,Medium,Tier 2,Supermarket Type2
15.83,0.065,180.77,1987,FD4233,Low Sugar,Frozen Foods,OUT001,High,Tier 2,Supermarket Type1
10.71,0.066,118.97,1987,FD1202,Regular,Canned,OUT001,High,Tier 2,Supermarket Type1
11.45,0.034,133.9,2009,FD2299,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
10.09,0.038,129.34,2009,FD4147,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
10.15,0.016,104.0,1998,NC6521,No Sugar,Household,OUT002,Small,Tier 3,Food Mart
14.76,0.161,188.48,1987,NC7354,No Sugar,Household,OUT001,High,Tier 2,Supermarket Type1
13.89,0.016,143.01,2009,FD1279,Low Sugar,Breads,OUT004,Medium,Tier 2,Supermarket Type2
14.53,0.092,218.91,1999,FD3260,Low Sugar,Breads,OUT003,Medium,Tier 1,Departmental Store
12.68,0.017,102.94,2009,FD3191,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
13.48,0.129,142.83,2009,FD7066,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
12.41,0.042,166.09,2009,NC5165,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
9.82,0.045,128.34,1987,FD2505,Low Sugar,Baking Goods,OUT001,High,Tier 2,Supermarket Type1
10.3,0.116,130.39,2009,DR4511,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2
13.14,0.034,97.35,2009,FD4399,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
11.92,0.031,138.42,1998,FD588,Regular,Dairy,OUT002,Small,Tier 3,Food Mart
10.94,0.138,121.01,2009,FD6680,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
11.65,0.058,135.76,2009,FD6320,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
11.48,0.122,153.27,2009,FD4643,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
11.72,0.022,133.1,2009,FD8529,Low Sugar,Meat,OUT004,Medium,Tier 2,Supermarket Type2
15.11,0.014,176.72,1987,NC7723,No Sugar,Health and Hygiene,OUT001,High,Tier 2,Supermarket Type1
13.67,0.028,141.51,2009,FD1334,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
10.8,0.07,135.13,2009,NC5779,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2
15.97,0.011,169.76,1987,FD2839,Low Sugar,Meat,OUT001,High,Tier 2,Supermarket Type1
13.57,0.044,121.38,2009,FD5890,reg,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
16.24,0.032,196.44,1999,FD8730,Low Sugar,Fruits and Vegetables,OUT003,Medium,Tier 1,Departmental Store
14.3,0.076,159.21,1987,FD5868,Low Sugar,Dairy,OUT001,High,Tier 2,Supermarket Type1
14.4,0.021,174.68,1999,FD8106,Low Sugar,Dairy,OUT003,Medium,Tier 1,Departmental Store
12.26,0.159,124.22,2009,NC4006,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
12.71,0.18,183.54,1999,FD4801,Low Sugar,Fruits and Vegetables,OUT003,Medium,Tier 1,Departmental Store
16.09,0.138,161.68,1987,FD2753,Regular,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1
7.11,0.065,96.54,1998,FD1948,Low Sugar,Frozen Foods,OUT002,Small,Tier 3,Food Mart
13.08,0.128,146.35,2009,FD90,Low Sugar,Meat,OUT004,Medium,Tier 2,Supermarket Type2
9.2,0.081,108.37,1998,FD1487,Low Sugar,Snack Foods,OUT002,Small,Tier 3,Food Mart
16.15,0.185,168.51,1987,FD6226,Regular,Canned,OUT001,High,Tier 2,Supermarket Type1
13.44,0.011,153.62,2009,DR7360,Low Sugar,Hard Drinks,OUT004,Medium,Tier 2,Supermarket Type2
11.99,0.081,122.18,2009,FD6530,Regular,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
12.58,0.174,110.83,2009,FD5600,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
10.85,0.111,102.41,1998,DR8566,Regular,Soft Drinks,OUT002,Small,Tier 3,Food Mart
13.73,0.027,157.0,2009,FD555,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
14.94,0.098,132.02,2009,FD7265,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2
12.33,0.16,111.53,2009,FD6541,Regular,Meat,OUT004,Medium,Tier 2,Supermarket Type2
17.33,0.038,195.06,1999,NC3500,No Sugar,Health and Hygiene,OUT003,Medium,Tier 1,Departmental Store
13.51,0.047,144.06,2009,FD8008,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
11.49,0.06,94.19,1998,FD5148,Low Sugar,Dairy,OUT002,Small,Tier 3,Food Mart
10.1,0.006,117.76,1998,FD8023,Low Sugar,Fruits and Vegetables,OUT002,Small,Tier 3,Food Mart
13.75,0.038,150.43,2009,FD711,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
14.52,0.019,214.98,1999,FD7458,Regular,Baking Goods,OUT003,Medium,Tier 1,Departmental Store
13.45,0.106,141.05,2009,FD5843,Regular,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
11.47,0.058,178.4,2009,FD5311,Low Sugar,Meat,OUT004,Medium,Tier 2,Supermarket Type2
16.03,0.064,194.26,1999,FD1902,Low Sugar,Meat,OUT003,Medium,Tier 1,Departmental Store
19.82,0.014,210.94,1998,FD150,Low Sugar,Canned,OUT002,Small,Tier 3,Food Mart
11.74,0.026,123.21,2009,NC3710,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
15.79,0.069,144.12,1987,FD7733,Low Sugar,Canned,OUT001,High,Tier 2,Supermarket Type1
14.77,0.077,187.72,1987,FD1687,Low Sugar,Starchy Foods,OUT001,High,Tier 2,Supermarket Type1
13.7,0.07,183.45,1999,FD6700,Low Sugar,Snack Foods,OUT003,Medium,Tier 1,Departmental Store
13.06,0.191,151.96,2009,FD2888,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
12.95,0.085,107.38,2009,NC249,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
13.04,0.028,126.64,1999,FD14,Low Sugar,Breads,OUT003,Medium,Tier 1,Departmental Store
13.05,0.014,169.41,1987,FD8445,Regular,Frozen Foods,OUT001,High,Tier 2,Supermarket Type1
14.77,0.041,130.2,1999,NC114,No Sugar,Others,OUT003,Medium,Tier 1,Departmental Store
14.32,0.03,194.4,1987,FD8658,Regular,Frozen Foods,OUT001,High,Tier 2,Supermarket Type1
11.54,0.071,107.03,1987,DR2335,Regular,Soft Drinks,OUT001,High,Tier 2,Supermarket Type1
16.12,0.12,175.82,1987,NC1050,No Sugar,Health and Hygiene,OUT001,High,Tier 2,Supermarket Type1
15.27,0.082,144.22,2009,DR5292,Regular,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2
11.77,0.068,140.05,2009,FD8377,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2
10.85,0.066,143.92,2009,FD6247,Regular,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
11.01,0.147,92.24,1998,FD6086,Low Sugar,Fruits and Vegetables,OUT002,Small,Tier 3,Food Mart
10.55,0.08,94.69,1998,FD5551,Regular,Snack Foods,OUT002,Small,Tier 3,Food Mart
8.49,0.083,133.15,1998,FD7547,Low Sugar,Snack Foods,OUT002,Small,Tier 3,Food Mart
9.75,0.009,116.15,1998,FD6587,Low Sugar,Snack Foods,OUT002,Small,Tier 3,Food Mart
14.54,0.128,175.77,1999,FD6924,Low Sugar,Dairy,OUT003,Medium,Tier 1,Departmental Store
15.98,0.106,169.63,1987,FD7460,Low Sugar,Snack Foods,OUT001,High,Tier 2,Supermarket Type1
12.4,0.086,187.48,1999,FD6003,Regular,Fruits and Vegetables,OUT003,Medium,Tier 1,Departmental Store
9.77,0.055,139.51,2009,FD604,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2
11.14,0.016,109.91,1987,FD1266,Regular,Canned,OUT001,High,Tier 2,Supermarket Type1
13.81,0.013,170.97,1999,NC3882,No Sugar,Health and Hygiene,OUT003,Medium,Tier 1,Departmental Store
17.24,0.034,205.11,1999,FD3788,Low Sugar,Dairy,OUT003,Medium,Tier 1,Departmental Store
11.48,0.097,148.56,2009,FD8441,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2
13.08,0.052,202.0,1999,NC35,No Sugar,Health and Hygiene,OUT003,Medium,Tier 1,Departmental Store
8.34,0.024,125.95,1998,FD4662,Regular,Canned,OUT002,Small,Tier 3,Food Mart
12.51,0.043,102.78,2009,FD4273,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
14.74,0.083,167.42,1999,DR4400,Regular,Soft Drinks,OUT003,Medium,Tier 1,Departmental Store
14.14,0.064,119.88,2009,NC5183,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
13.21,0.067,157.8,2009,FD5602,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
13.77,0.107,130.94,2009,FD4840,Low Sugar,Breakfast,OUT004,Medium,Tier 2,Supermarket Type2
12.82,0.184,133.98,2009,FD8552,Regular,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
12.02,0.163,123.66,2009,FD759,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
14.08,0.047,133.08,2009,FD3362,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
11.72,0.054,143.43,2009,FD7453,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
13.68,0.041,196.53,1987,DR5567,Low Sugar,Hard Drinks,OUT001,High,Tier 2,Supermarket Type1
13.28,0.084,148.86,2009,FD4351,Low Sugar,Meat,OUT004,Medium,Tier 2,Supermarket Type2
9.64,0.03,141.23,2009,NC171,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
12.1,0.12,126.21,2009,FD4555,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
10.33,0.047,133.86,2009,FD5718,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
7.13,0.074,83.24,1998,FD7401,Low Sugar,Frozen Foods,OUT002,Small,Tier 3,Food Mart
12.48,0.214,105.0,2009,FD6058,Regular,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
12.24,0.136,147.39,2009,FD3344,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
12.54,0.023,178.97,1987,FD2114,Low Sugar,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1
8.87,0.088,113.03,1998,FD2676,Low Sugar,Baking Goods,OUT002,Small,Tier 3,Food Mart
12.18,0.097,137.39,2009,FD620,Low Sugar,Breads,OUT004,Medium,Tier 2,Supermarket Type2
12.17,0.059,177.83,2009,FD4060,Low Sugar,Meat,OUT004,Medium,Tier 2,Supermarket Type2
11.92,0.028,176.11,2009,FD1907,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
10.92,0.031,110.63,1987,FD7364,Regular,Dairy,OUT001,High,Tier 2,Supermarket Type1
13.34,0.093,124.78,1999,FD320,Low Sugar,Meat,OUT003,Medium,Tier 1,Departmental Store
11.31,0.152,146.11,2009,FD8637,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2
10.66,0.174,141.0,2009,FD458,Low Sugar,Starchy Foods,OUT004,Medium,Tier 2,Supermarket Type2
12.88,0.026,89.6,1987,FD3570,Regular,Baking Goods,OUT001,High,Tier 2,Supermarket Type1
11.01,0.117,114.6,1987,FD6860,Regular,Frozen Foods,OUT001,High,Tier 2,Supermarket Type1
11.59,0.015,136.89,2009,FD5506,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
14.02,0.129,112.36,2009,FD2690,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2
15.23,0.047,158.9,1999,DR2650,Low Sugar,Soft Drinks,OUT003,Medium,Tier 1,Departmental Store
15.03,0.066,117.04,2009,FD3523,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
12.47,0.035,147.92,2009,DR3434,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2
9.37,0.049,94.63,1998,DR6286,Low Sugar,Soft Drinks,OUT002,Small,Tier 3,Food Mart
15.12,0.058,133.4,2009,FD8251,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
12.88,0.044,98.09,2009,FD861,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
15.52,0.053,173.65,1987,FD2234,Low Sugar,Canned,OUT001,High,Tier 2,Supermarket Type1
11.47,0.047,130.27,2009,FD199,Regular,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
11.1,0.053,122.31,2009,FD5055,Low Sugar,Breads,OUT004,Medium,Tier 2,Supermarket Type2
14.08,0.047,173.2,1999,NC6576,No Sugar,Household,OUT003,Medium,Tier 1,Departmental Store
17.42,0.027,143.85,1998,FD450,Low Sugar,Baking Goods,OUT002,Small,Tier 3,Food Mart
15.14,0.031,166.7,1999,FD1966,Regular,Frozen Foods,OUT003,Medium,Tier 1,Departmental Store
14.14,0.02,147.81,2009,FD4463,Regular,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
13.59,0.069,150.54,2009,FD8665,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
11.52,0.066,109.74,1987,NC5513,No Sugar,Others,OUT001,High,Tier 2,Supermarket Type1
13.7,0.116,131.24,2009,NC5089,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
9.2,0.15,84.37,1998,FD1595,Regular,Canned,OUT002,Small,Tier 3,Food Mart
16.4,0.227,158.93,1987,NC6049,No Sugar,Health and Hygiene,OUT001,High,Tier 2,Supermarket Type1
14.76,0.033,145.42,2009,FD5011,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2
14.35,0.053,173.04,1999,NC1522,No Sugar,Household,OUT003,Medium,Tier 1,Departmental Store
13.36,0.104,109.88,2009,FD8316,Regular,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2
8.32,0.084,116.5,1998,FD4778,Low Sugar,Snack Foods,OUT002,Small,Tier 3,Food Mart
12.23,0.054,152.83,2009,FD5453,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
12.21,0.205,142.68,2009,FD4729,Low Sugar,Starchy Foods,OUT004,Medium,Tier 2,Supermarket Type2
7.02,0.029,50.42,1998,FD4245,Regular,Baking Goods,OUT002,Small,Tier 3,Food Mart
13.46,0.08,148.75,2009,NC2208,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
11.48,0.107,112.69,1987,FD4802,Low Sugar,Meat,OUT001,High,Tier 2,Supermarket Type1
13.07,0.045,161.18,2009,DR4331,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2
9.37,0.068,104.81,1998,FD6152,Low Sugar,Snack Foods,OUT002,Small,Tier 3,Food Mart
10.46,0.137,117.84,1987,FD74,Low Sugar,Baking Goods,OUT001,High,Tier 2,Supermarket Type1
10.72,0.119,127.9,2009,FD1993,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2
14.42,0.067,181.17,1987,FD6315,Low Sugar,Baking Goods,OUT001,High,Tier 2,Supermarket Type1
14.93,0.083,189.03,1987,DR4824,Low Sugar,Soft Drinks,OUT001,High,Tier 2,Supermarket Type1
13.33,0.082,135.39,2009,FD3591,Regular,Dairy,OUT004,Medium,Tier 2,Supermarket Type2
14.28,0.169,160.97,1987,NC4243,No Sugar,Health and Hygiene,OUT001,High,Tier 2,Supermarket Type1
13.54,0.1,154.55,2009,FD2678,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
14.82,0.03,190.42,1987,FD7876,Regular,Baking Goods,OUT001,High,Tier 2,Supermarket Type1
10.02,0.132,120.83,1987,FD7633,Regular,Snack Foods,OUT001,High,Tier 2,Supermarket Type1
12.78,0.169,152.33,2009,FD6121,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
12.66,0.066,117.41,2009,FD5264,Regular,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
13.04,0.058,91.53,1987,FD4269,Low Sugar,Snack Foods,OUT001,High,Tier 2,Supermarket Type1
10.54,0.067,172.61,2009,FD7831,reg,Canned,OUT004,Medium,Tier 2,Supermarket Type2
14.91,0.1,166.86,1999,FD1111,Low Sugar,Meat,OUT003,Medium,Tier 1,Departmental Store
11.43,0.065,99.29,1998,FD1571,Regular,Baking Goods,OUT002,Small,Tier 3,Food Mart
8.81,0.157,167.03,2009,FD7884,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
14.61,0.093,147.49,2009,FD6641,Low Sugar,Starchy Foods,OUT004,Medium,Tier 2,Supermarket Type2
12.75,0.007,146.47,2009,FD2432,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
11.2,0.069,124.4,2009,FD5278,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2
7.94,0.012,131.06,1998,DR1983,Low Sugar,Hard Drinks,OUT002,Small,Tier 3,Food Mart
14.72,0.033,183.18,1987,FD6518,Regular,Snack Foods,OUT001,High,Tier 2,Supermarket Type1
14.91,0.037,182.95,1987,FD1554,Regular,Snack Foods,OUT001,High,Tier 2,Supermarket Type1
16.9,0.122,243.98,1999,FD7471,Low Sugar,Meat,OUT003,Medium,Tier 1,Departmental Store
12.77,0.083,175.12,1987,NC4765,No Sugar,Health and Hygiene,OUT001,High,Tier 2,Supermarket Type1
12.16,0.039,124.07,2009,NC1117,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
10.37,0.024,126.19,2009,FD4469,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2
14.34,0.021,168.19,1999,FD6685,Regular,Baking Goods,OUT003,Medium,Tier 1,Departmental Store
13.28,0.073,154.5,2009,NC7223,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2
16.1,0.027,156.81,1999,FD3231,Low Sugar,Meat,OUT003,Medium,Tier 1,Departmental Store
16.66,0.04,203.88,1999,FD7309,Regular,Meat,OUT003,Medium,Tier 1,Departmental Store
15.99,0.038,164.5,1987,FD4635,Low Sugar,Snack Foods,OUT001,High,Tier 2,Supermarket Type1
14.27,0.01,184.71,1987,FD6020,Low Sugar,Snack Foods,OUT001,High,Tier 2,Supermarket Type1
7.8,0.036,131.56,1998,FD2036,Low Sugar,Dairy,OUT002,Small,Tier 3,Food Mart
